number of items,linear search,binary search,recursive search,creation time,sort time
218000,269480,910,765,4985800,13073500
219000,264400,875,765,4825200,13172100
220000,282220,1825,805,4967300,13014500
221000,262555,925,815,4985400,13241100
222000,305140,935,835,5014600,13135400
223000,281230,855,775,4914000,13570900
224000,284835,855,760,5043900,13308300
225000,313865,905,820,4944600,13486800
226000,278685,880,770,4968200,13671000
227000,341660,875,785,4991500,13798600
228000,289995,890,835,5280400,13718100
229000,313270,925,780,5146500,13620700
230000,313935,905,855,5057400,14155900
231000,299450,1205,805,5231500,14070300
232000,322140,905,940,5214500,13604900
233000,319875,865,840,5126300,14247500
234000,295660,1180,830,5226900,14209500
235000,301600,890,780,5163400,14044300
236000,323425,905,825,5188300,14128400
237000,311395,930,815,5304200,14279900
238000,309880,875,775,5230500,14678600
239000,318450,960,825,7311100,15142700
240000,274125,850,790,5355100,14494200
241000,333185,965,870,5407800,14349200
242000,333025,920,775,5320900,14781000
243000,301680,900,800,5344700,14831800
244000,291655,885,765,5587200,14598800
245000,323150,875,780,5474700,15365500
246000,387040,1610,840,5489900,18435200
247000,321985,1520,790,6016600,16022500
248000,316975,915,815,5728800,15617500
249000,361320,865,1765,5973900,15554400
250000,352790,920,805,5852000,16391000
251000,331375,850,785,5708000,15617500
252000,326935,1210,770,5905000,16261900
253000,360240,910,810,5636900,15987600
254000,349415,925,780,5827900,15674000
255000,344505,1200,770,6009900,16546800
256000,312750,885,760,6251200,15788600
257000,302860,860,840,5717400,15640500
258000,339700,895,735,5742000,15853600
259000,345020,905,810,5755200,15536300
260000,342605,1185,825,5902200,15857100
261000,335985,910,815,6067500,15992900
262000,342910,900,850,5898600,15983900
263000,316440,930,820,5829600,15813300
264000,514975,3360,865,5855900,16416100
265000,333830,900,825,7887500,16975400
266000,361700,915,830,7940600,16071500
267000,330920,910,845,5962200,16307500
268000,314610,905,860,6190700,16449900
269000,345525,1195,855,6010600,16607500
270000,322560,850,805,6006400,16509700
271000,322135,900,855,6213200,16980900
272000,343000,915,780,6183600,16555000
273000,346460,855,790,6327400,16713800
274000,303395,1465,770,6061700,16704400
275000,356190,950,900,6085900,17515300
276000,361715,920,810,6097900,16814100
277000,311525,860,795,6113600,17381600
278000,355755,1190,780,6134800,17064800
279000,342975,920,840,6602600,17201000
280000,358785,935,780,6164200,16882000
281000,354300,925,820,6192500,17219700
282000,391055,910,845,6209400,16848500
283000,375820,920,805,6229600,17485200
284000,383665,1805,785,6430600,17391700
285000,356805,920,805,8448300,17270400
286000,348045,935,805,6520600,17274500
287000,351640,930,780,6482200,17270100
288000,347660,1250,805,6452600,18162000
289000,382175,930,820,6464500,17682600
290000,407400,935,840,6492000,17702700
291000,372310,905,775,6399700,18317800
292000,335545,1190,845,6428500,17778600
293000,404550,965,805,6572700,18023600
294000,394395,905,785,6479300,17968800
295000,386450,955,840,6496900,18384200
296000,401845,1000,850,6507900,19053100
297000,425610,930,845,7596200,18041500
298000,366500,1160,765,6562900,18469000
299000,343360,925,800,6586000,18398200
300000,404240,925,850,6991500,18164700
301000,472610,2160,820,6621900,18432600
302000,360905,955,835,6805900,18875600
303000,365820,875,835,7056300,18853100
304000,373805,1215,800,8880500,18665800
305000,374815,910,825,6770800,18487700
306000,388355,1935,820,6744100,19686600
307000,388660,975,845,6750300,19093800
308000,435300,935,875,6781800,19053500
309000,353395,930,830,6940500,19113900
310000,372520,930,820,7386000,19293300
311000,423825,1225,840,6830300,19279200
312000,407030,915,840,6859700,19393800
313000,415960,910,865,6888500,19846600
314000,405730,930,845,7024900,19692300
315000,415605,905,845,7057000,19447600
316000,439755,990,875,6963200,22009100
317000,436850,905,845,7100500,19384600
318000,408555,940,815,7144500,19928300
319000,409830,875,795,7009500,19364200
320000,398480,930,830,7034000,19459000
321000,430375,900,840,7188700,19857500
322000,780785,1450,1070,7275000,22284700
323000,541820,1050,930,10476900,33864300
324000,625905,1320,990,8335100,23237200
325000,489830,970,910,8489900,25007600
326000,416015,950,835,11074000,22576300
327000,446215,960,895,7593200,20392500
328000,387135,940,795,7212600,20357500
329000,429940,920,835,7256100,20890800
330000,456550,910,830,7483900,20243500
331000,412480,935,805,7283500,20700400
332000,440400,910,860,7312000,20787800
333000,414030,995,820,7482200,20802800
334000,419430,935,860,7358500,20985000
335000,447485,1025,820,7640500,21315800
336000,475675,975,815,7389200,21109000
337000,469500,915,825,7416300,20957700
338000,558005,2485,925,7947100,26956900
339000,549765,1100,940,8527200,25792200
340000,587920,1180,905,8231800,23743900
341000,564835,1530,875,9264200,25159000
342000,644710,1260,965,10137300,26180900
343000,762515,2070,1150,8659300,27151200
344000,536520,1075,965,8644300,24591200
345000,393290,885,780,8040800,22680900
346000,458655,950,790,7670500,21569000
347000,531890,1000,835,8073000,21870800
348000,511235,955,860,8178700,22255900
349000,516340,970,865,7786400,21813200
350000,468860,940,840,7700800,22176100
351000,476385,1010,850,7956600,21980900
352000,423415,915,810,7742200,21944500
353000,497510,1265,840,7888600,21853900
354000,624945,1035,895,7855400,22195500
355000,462550,960,825,7805500,22284700
356000,438945,935,815,8955300,22210600
357000,448955,1260,830,7861900,22260100
358000,469205,1000,875,8204200,22385200
359000,430200,1280,820,8007100,22643900
360000,473080,935,895,10593800,22731000
361000,471960,1005,870,8053500,22504400
362000,471940,935,845,7954600,22652500
363000,462920,975,850,8135600,23076500
364000,427750,940,825,8005700,22564700
365000,465650,945,885,8143100,22504100
366000,431735,905,810,8045200,23198800
367000,524585,1125,915,8203200,23017600
368000,447195,990,795,8204000,22848500
369000,444760,1015,850,8125300,23170400
370000,445475,905,790,8373500,22922300
371000,572590,1035,895,8182100,27120500
372000,511735,965,855,8627100,23158000
373000,479195,960,855,8209300,22998500
374000,471555,960,885,8360400,23531800
375000,457705,970,840,8577800,23448600
376000,497800,935,830,8398500,23253300
377000,549130,1030,950,8534400,23906100
378000,581850,1025,910,11140300,25476100
379000,533845,950,865,8685400,24075400
380000,471850,985,810,8473900,24332600
381000,489500,1200,840,8544200,23916900
382000,461345,965,860,8496800,23924500
383000,458475,1225,830,8787100,23788000
384000,476300,980,850,8454000,24579500
385000,535805,930,870,8636800,24410300
386000,484225,915,820,8597500,23895000
387000,493320,925,815,8531300,23991800
388000,504525,1230,810,8960900,24366800
389000,532040,960,840,8702500,24387200
390000,548700,1295,895,8720000,24366700
391000,494150,950,870,8600500,25427100
392000,416490,915,855,8621700,24685100
393000,510120,1005,925,8887500,24795900
394000,528180,1280,860,8768500,24346400
395000,541570,995,905,8853200,24972700
396000,559165,975,915,11091000,24612900
397000,503800,960,835,8743300,24976400
398000,501475,985,880,9202500,25556900
399000,540215,1000,870,8849800,25922900
400000,500560,965,855,8962000,25326700
401000,553050,945,835,8934900,25082400
402000,661225,1015,885,9030900,25096000
403000,544775,1000,885,9437300,25839300
404000,497180,955,855,9155200,25934300
405000,521045,1025,920,9162900,25764600
406000,511905,940,845,9049900,25293600
407000,585470,990,880,8949700,25903100
408000,543380,975,865,9369100,25379700
409000,503690,1575,860,9002000,25614500
410000,538130,1805,890,11145900,25776200
411000,525665,1300,840,9048600,26059600
412000,556470,985,885,9073800,26729700
413000,531925,1015,865,9082900,26880700
414000,557245,990,880,9093800,26299800
415000,502715,935,810,9241200,26038600
416000,491085,1555,865,9261600,26083100
417000,550045,975,850,9295300,26892100
418000,512855,980,825,9311000,26294800
419000,543440,985,875,9365700,26429400
420000,558710,945,845,9361000,26541100
421000,551495,975,850,9392000,26981100
422000,527365,965,890,9769300,27088200
423000,521150,1280,845,9433300,26718700
424000,568025,980,895,12098800,26900200
425000,569545,1010,895,9328100,27215000
426000,610885,1045,915,9638500,26785400
427000,572605,960,855,9388300,27562000
428000,578685,1005,855,9484700,26845700
429000,581980,970,835,9543900,26853300
430000,538995,1005,880,9578000,27258200
431000,539550,1235,860,9557000,26976100
432000,550275,1040,890,9658200,27616600
433000,550585,965,850,9635100,27117300
434000,595140,990,880,9666300,28453200
435000,570735,1000,820,9788800,28128700
436000,570130,955,870,9585300,28068700
437000,670070,1035,970,9728200,36060500
438000,846355,1385,1055,26840400,32679600
439000,755865,1165,2255,10702200,31580000
440000,795290,1155,950,11039200,29073400
441000,522235,990,850,9999400,28043500
442000,565465,1000,840,9820600,27759800
443000,552795,1285,870,10172800,28011900
444000,566705,1000,900,9762800,28571100
445000,519415,975,840,9982100,28357400
446000,639230,995,885,9936100,27885600
447000,557025,1220,860,10121000,28586600
448000,623325,1000,860,9985400,28126400
449000,980415,1775,1040,10848900,37084200
450000,737620,1265,945,11938000,31427200
451000,796880,1240,1000,12324900,33211300
452000,963775,2590,1075,12964000,34700400
453000,618325,1075,950,11610800,34631500
454000,574410,1020,835,10550000,28879100
455000,584435,940,875,10276000,29033600
456000,720215,1360,895,10156400,29667900
457000,513935,960,880,13306600,29424300
458000,628385,995,900,10071500,28792800
459000,533290,955,815,10214600,29347000
460000,657825,995,910,10895800,29115600
461000,569930,1285,1180,10138800,29253800
462000,636135,1035,875,10406000,29393800
463000,582950,975,835,10348200,29372100
464000,629340,1105,880,10205300,29471400
465000,616575,990,905,10311700,29230800
466000,647080,1270,885,12339600,33730900
467000,583040,1080,900,10388900,29755200
468000,544190,970,850,10417300,29740900
469000,633380,1040,855,10318500,30087600
470000,604270,955,870,10424800,29374800
471000,604220,1040,890,10541600,31276300
472000,638555,975,895,10383200,29693500
473000,570765,1010,860,10983400,30427000
474000,556435,1915,860,10419000,30196700
475000,597100,990,885,10573600,30591200
476000,619305,1050,880,10597800,31159800
477000,593950,1065,845,10486300,30672600
478000,609765,1000,895,10619300,31105300
479000,624740,1940,2390,10524500,30290900
480000,714100,1070,885,13197400,31190800
481000,620625,1015,910,10581000,31390100
482000,647775,990,875,10862100,30916200
483000,665000,985,885,10711100,31283000
484000,658800,1050,860,10760500,30778600
485000,607630,1005,920,10698800,31622700
486000,570995,1270,845,10793100,31213900
487000,694645,1050,880,10737700,31298700
488000,669845,1005,885,11083500,31983300
489000,700805,1165,880,10883300,31303800
490000,615400,1695,870,10937900,30889300
491000,628030,1000,885,10953000,31468700
492000,636810,1010,855,10876800,31104800
493000,547350,1225,840,12702900,31329000
494000,589295,1305,1530,11640500,31400600
495000,633760,1330,860,11018400,31563900
496000,675810,1020,915,11070200,31752200
497000,718215,1330,890,11086500,31652900
498000,623310,1300,895,10958900,32085200
499000,613735,1020,895,11108800,32493100
500000,564275,1005,835,11173900,32938700
501000,636845,1310,840,11064100,32258500
502000,663560,1080,870,11250300,31883200
503000,712630,1000,850,11067000,32985000
504000,676515,990,830,11271100,31697500
505000,647285,1000,875,11225400,32501600
506000,785490,1070,1255,13246300,32934400
507000,688845,985,830,11153500,32355600
508000,649060,1040,860,11367200,32327000
509000,627835,1015,1825,11370400,32794000
510000,684955,975,1805,11240500,32338800
511000,649385,1000,845,11380100,32950000
512000,749240,1045,840,11441300,32922900
513000,816705,1505,905,11291800,33123500
514000,720755,1255,915,11953700,35331500
515000,829180,1220,960,12260800,36192700
516000,814605,1550,970,12130900,35512000
517000,784645,1310,1025,12183200,35545600
518000,694620,1015,875,11494700,33042200
519000,659565,1040,915,13971600,33439300
520000,722350,2025,935,11431300,33052000
521000,641780,980,905,11682400,32817400
522000,602120,1020,930,11561100,34003300
523000,748265,1075,880,11506200,33933200
524000,756815,1080,935,11585900,34674700
525000,739370,995,950,11856300,33779500
526000,932520,1315,1005,11781000,33381900
527000,846940,1130,930,14965000,39297600
528000,948825,2230,1020,14810000,44184400
529000,606045,1020,950,12807300,34554300
530000,699355,1025,925,11715100,33703000
531000,698890,1065,910,13554200,35266400
532000,637600,1375,915,11690100,34572400
533000,697850,1040,910,11875200,33889200
534000,756875,1050,900,11979300,35003700
535000,663510,1040,890,11863800,33947100
536000,984440,1330,1045,11935200,36047000
537000,776075,1210,1280,15253400,41525300
538000,887640,1265,985,13303400,42112300
539000,1167415,1910,1085,13392900,42840100
540000,773245,1415,905,13659100,43743100
541000,741225,1335,1605,12033600,34495400
542000,680180,1030,1760,13841400,35344500
543000,735560,1035,1855,12177200,35259600
544000,692735,1060,900,12216800,34900900
545000,726100,1035,915,12216000,35312700
546000,828945,1070,895,12059900,34930400
547000,767175,1040,870,12319000,35477200
548000,818825,1375,920,12227500,35335500
549000,736730,1065,890,12249000,35299500
550000,774040,1290,860,12346700,35266400
551000,707060,960,895,12256000,35596700
552000,704430,1035,895,12458000,36129300
553000,692610,1010,865,14126700,37115300
554000,711320,1320,895,12561400,35386300
555000,706170,1055,855,12387000,36710200
556000,697710,1045,885,12382200,36252900
557000,643840,1025,875,12343800,35805600
558000,790390,980,875,12401800,35848200
559000,731010,1015,870,12660300,36474300
560000,755025,1005,900,12281900,35656200
561000,747170,1335,900,12337200,36192600
562000,762330,1015,860,12365900,36391700
563000,751955,1375,890,13163300,36636200
564000,789220,1040,880,14093100,36048300
565000,725745,1035,900,12883200,37307400
566000,753840,1180,960,12568500,36509300
567000,782620,1050,865,13258700,37232600
568000,673705,1035,870,12495800,37755800
569000,771500,1105,895,12606000,37570300
570000,769710,1325,900,12729700,36514000
571000,724075,1065,920,13116600,37755800
572000,676335,1010,845,12675400,37833800
573000,792310,1090,880,12804400,37064800
574000,762330,1360,935,12638500,37642700
575000,793885,1025,860,14775100,37078800
576000,747980,1365,895,13014000,37383000
577000,787525,1005,905,12824400,37936700
578000,777245,1080,910,12732600,37906700
579000,888505,1185,960,12946800,37562100
580000,761015,1030,870,13236500,38521300
581000,764490,1345,885,12829700,38495200
582000,694810,1065,890,13026400,38297200
583000,718535,1010,905,13304900,37644000
584000,741945,1040,870,12970900,37924500
585000,807185,1060,880,12981200,38067300
586000,780380,1095,855,14629200,38298100
587000,761915,1060,890,13002200,38520300
588000,691715,1080,875,13089600,38330400
589000,732580,1010,885,13074300,37810100
590000,760600,1000,895,13218300,37597500
591000,701670,1305,900,13407100,38134500
592000,873430,1115,920,13241500,44663700
593000,765020,1405,825,13369600,38456700
594000,730415,1050,990,13330700,38777400
595000,938815,1805,930,14001700,41324500
596000,929405,2030,935,14034100,41266800
597000,1081070,1395,960,15645700,42727900
598000,744195,1400,880,14046100,40958500
599000,726215,1160,1585,13101200,39299400
600000,737140,1135,855,13219500,39387600
601000,736750,1125,885,13373000,38861600
602000,1397180,1305,910,13135200,46413200
603000,1007875,1220,920,17514800,47993700
604000,839530,1130,875,20195800,43665500
605000,811585,1330,895,13286700,40198300
606000,789160,1060,800,13554000,39241400
607000,889445,1160,875,13406400,39857900
608000,871790,1145,840,15438300,40017400
609000,802630,1110,895,13640000,40721600
610000,863295,1210,865,13294700,42584800
611000,1143505,1585,1080,13610600,39732400
612000,1115850,1420,925,16518600,46984200
613000,1251255,1630,1065,15432100,44586100
614000,1427145,1745,1235,16342600,47080200
615000,836535,1130,885,14538700,41081400
616000,893160,1095,885,13547200,41281000
617000,846810,1190,870,14139100,40179600
618000,840970,1150,875,13667500,40408600
619000,916405,1160,860,15502600,41134300
620000,927665,1160,875,13686300,41447500
621000,886090,1190,805,13570900,40164900
622000,859855,1130,885,13694800,40964800
623000,874085,1145,890,13819900,41339800
624000,745865,1140,860,13735700,40931600
625000,767490,1065,880,13778500,39933000
626000,880895,1225,880,13968900,41360300
627000,832525,1135,850,13828200,40802800
628000,799690,1200,845,14043100,40953900
629000,897470,1090,905,16814400,44244100
630000,823095,1145,885,15697100,41906000
631000,878780,1390,900,13915400,40376800
632000,806645,1080,920,13919500,41267200
633000,923690,1120,935,13927900,40588200
634000,837340,1150,940,14304700,42216900
635000,846680,1190,850,14168200,42179900
636000,875900,1160,850,14069700,41103900
637000,768120,1125,895,14704200,41721100
638000,835970,1070,875,14043400,42027200
639000,835370,1120,875,14021300,42889700
640000,807060,1145,875,14374500,42876300
641000,877065,1210,870,16048800,42630700
642000,877290,1090,860,14164400,42375900
643000,824120,1090,885,14354900,42474200
644000,849065,1140,895,14166900,41796900
645000,822110,1175,935,14178000,41724800
646000,897980,1465,910,14317400,42089500
647000,854290,1145,880,14276100,45968600
648000,1028855,1330,965,14239100,42181000
649000,928800,1135,895,14204000,42110000
650000,840520,1150,900,14242200,44385700
651000,867580,1135,890,14484700,42550600
652000,886190,1125,880,16359100,42292400
653000,816315,1115,860,14358400,43195500
654000,930330,1145,875,14612100,43279400
655000,917250,1540,845,14395400,42395200
656000,818010,1135,910,14451700,42993700
657000,885565,1135,845,14827700,43075200
658000,1035580,1155,915,14577500,42988100
659000,902140,1125,865,14477000,43816300
660000,903670,1185,860,14525400,43947400
661000,846665,1175,900,14544200,43078200
662000,897200,1140,880,16494600,43367800
663000,819060,1170,875,14500600,43519000
664000,1009140,1095,900,14635900,43820800
665000,871440,1180,905,14638400,42969300
666000,847365,1210,920,14691000,45372200
667000,846660,1235,865,14692000,45262800
668000,828820,1160,885,14895600,43272600
669000,1039595,1365,945,15162300,52576900
670000,1286225,1510,1010,15131800,57671900
671000,878215,1160,925,16191200,44133500
672000,802960,1150,905,14809800,43630500
673000,951635,1210,950,14946400,44044000
674000,971565,1620,915,14802800,44265900
675000,856355,1175,1800,14898800,44802200
676000,994545,1490,880,14930300,48045800
677000,1244135,1560,1025,15801100,54173100
678000,1247020,1660,995,16210100,53112700
679000,1709835,1940,1235,17699400,53174900
680000,855005,1165,885,17810900,46159000
681000,917660,1505,880,15054200,44931200
682000,1018255,1205,910,15245000,45021700
683000,945080,1205,865,15043200,46122800
684000,921735,1210,870,15077200,44354200
685000,893910,1165,855,15256800,44514000
686000,888710,1190,875,15039500,46091100
687000,928630,1270,855,15768200,45526200
688000,843865,1150,860,15334200,44498400
689000,916165,1220,915,17573800,47880000
690000,873140,1200,900,15135600,45864100
691000,901475,1210,935,15199100,44334700
692000,934280,1170,890,16114000,44900800
693000,887725,1130,910,15187600,47263200
694000,829680,1165,895,15312100,46618000
695000,920475,1195,950,15291100,45488100
696000,821300,1140,860,15384900,45454000
697000,1056535,1190,940,15268800,46478200
698000,961565,1170,915,17132100,46604100
699000,1005730,1325,980,15624400,46111600
700000,1039790,1235,965,15475800,46289600
701000,940495,1145,965,15797700,45346500
702000,1014940,1270,965,15483800,47083200
703000,902560,1230,875,15471600,45873800
704000,983840,1640,910,15471500,46624100
705000,977175,1215,940,15655300,46813800
706000,943350,1465,905,15627500,46378200
707000,1023735,1270,960,17176100,46291800
708000,916385,1200,925,15783200,46994600
709000,928055,1140,890,15705100,47011700
710000,987925,1185,925,15723300,46475100
711000,1010975,1295,930,15756700,47936100
712000,947660,1230,885,15734200,46513000
713000,995950,1565,915,16031700,46177400
714000,933765,1250,925,16027600,48457100
715000,890465,1205,915,17305200,47294600
716000,1043620,1230,945,17387000,46822500
717000,929050,1300,945,16472100,48613800
718000,940275,1270,905,16153200,47684100
719000,981450,1255,935,15924400,47101700
720000,829725,1160,860,15950600,47925600
721000,971735,1170,900,15988600,48318500
722000,848750,1215,955,15883100,47551900
723000,983185,1225,885,15925700,46796500
724000,854400,1205,890,16276400,48608800
725000,1023525,1205,945,22436000,49623400
726000,1016740,1140,850,15991100,48627000
727000,1026940,1240,905,16162000,47842700
728000,923945,1235,885,16237900,48586000
729000,1782910,1685,1295,16047300,48354400
730000,1238090,1500,1035,23078900,54659400
731000,974415,1220,875,16963800,54251100
732000,987705,1490,875,16066200,48710700
733000,897225,1225,890,16266100,48697500
734000,968310,1185,925,17995300,49484000
735000,917090,1520,935,16279300,48551800
736000,994040,1230,900,16680100,48956800
737000,1547100,1690,1105,16415500,58474400
738000,1487420,1645,1060,19020400,56747800
739000,1516215,2730,1260,19229600,58760300
740000,947235,1180,880,17205900,49220900
741000,1099415,1220,895,16430900,48619700
742000,1113315,1240,875,16316700,48522700
743000,1091000,1255,940,18354800,50503000
744000,1091605,1210,900,16397600,49323100
745000,1007825,1205,970,16371100,48970400
746000,1022560,1230,930,16467700,50025600
747000,1075350,1595,930,16467600,49531900
748000,987055,1435,870,16618400,48884300
