number of items,linear search,binary search,recursive search,creation time,sort time
316000,427255,990,880,10166000,24191100
317000,392950,965,815,7232000,20243200
318000,414600,950,815,7001800,19925100
319000,406745,1205,805,7121200,19679600
320000,431000,1020,890,7349700,20897600
321000,442540,985,840,7474300,20564600
322000,450095,965,830,11518200,36814800
323000,406695,905,815,9324400,20180000
324000,407450,945,815,7141400,20206200
325000,452680,895,1770,7300600,20238100
326000,510960,1045,825,7248000,19913000
327000,420295,950,780,7616900,21753700
328000,454420,985,870,7709000,20804300
329000,463995,1275,855,7613000,21930900
330000,465530,1295,820,7261600,20400100
331000,442170,980,865,7680100,20467700
332000,366620,920,815,8071400,20698100
333000,395710,975,800,7344500,21017900
334000,402405,955,865,7566300,20873500
335000,432270,915,795,7467600,20660900
336000,458040,1035,840,7406400,24122600
337000,479330,925,825,7571300,21141700
338000,409345,960,775,7435400,21550900
339000,492325,1060,1175,7501000,21316300
340000,454885,990,815,8786100,22878600
341000,470620,985,845,7564100,21160400
342000,465275,1340,890,10223600,23487400
343000,482920,925,800,7993400,21281000
344000,433235,940,800,7752700,21230700
345000,441840,955,875,7679500,21216200
346000,406515,955,870,7621200,21894700
347000,491590,1015,885,7780500,22001500
348000,433740,1230,810,8044300,21954200
349000,432255,1230,820,7795400,21851000
350000,419660,1905,825,7699900,22196200
351000,421620,960,865,7719900,21826400
352000,554370,1370,865,7880800,22167900
353000,469800,970,815,8173700,23941000
354000,477860,960,815,8386000,22079200
355000,417465,890,830,7810300,22326000
356000,409195,960,845,8802800,23223700
357000,461540,930,820,8142200,22716700
358000,424390,1000,835,7871000,23620900
359000,524230,1000,840,7974000,22423900
360000,506295,935,845,10014600,23003600
361000,554715,1050,885,8333100,24321200
362000,522085,975,855,8051200,23331200
363000,457140,1035,810,8689900,22972200
364000,500020,965,840,8266100,22491800
365000,454675,980,775,9608000,24054400
366000,541075,1005,860,8053800,23627700
367000,460940,950,855,8059100,23438900
368000,518070,975,845,8260900,22924300
369000,465155,1005,840,8721200,23679500
370000,498045,970,865,8133600,23395600
371000,477780,1010,845,8168900,23139400
372000,441165,895,805,8317600,23346100
373000,482880,965,815,8187700,23667700
374000,459215,990,815,8369800,24405300
375000,473715,950,840,8350800,23805700
376000,447815,1215,860,8262000,23871300
377000,542330,1930,890,10017000,26718200
378000,469585,1285,905,11186600,23846100
379000,486640,935,835,8335100,24159300
380000,461140,955,820,8354600,23898900
381000,527590,955,830,9052500,25793300
382000,485795,960,800,8399700,24440800
383000,504765,960,870,9322900,25753500
384000,450490,985,825,8937900,24633200
385000,541195,1010,840,8501100,24888200
386000,475465,950,865,8499300,24010500
387000,449330,990,855,8743300,24642700
388000,504680,1005,1745,8984000,27792600
389000,501035,995,1490,8931300,25495600
390000,432095,1815,780,8568300,24720800
391000,510535,955,840,9031100,24682500
392000,495810,975,845,8911400,24702300
393000,495190,980,830,8649800,27125900
394000,470215,965,835,8979600,25145300
395000,551605,1025,860,8729400,24635700
396000,568010,1050,910,11171500,25752700
397000,526935,960,835,8944200,24953500
398000,510380,1010,855,8838600,25465400
399000,532095,980,860,8771700,25253400
400000,563270,950,840,10448800,27050900
401000,411090,985,860,9412200,25743700
402000,581645,1005,885,8841200,25425900
403000,470530,985,835,8886200,25455000
404000,460325,895,835,8882700,25468100
405000,562405,1075,910,9798800,28154700
406000,506460,990,810,9334200,25500600
407000,515535,1010,840,8960000,26746700
408000,559965,985,860,8967600,25870100
409000,554620,965,850,8990600,25933000
410000,604585,1035,900,11131600,28836700
411000,543585,1005,870,10055600,26930400
412000,519370,975,855,9150700,26542500
413000,523915,935,845,9455700,26350100
414000,503055,955,840,9103800,26225400
415000,538755,970,755,9155000,26585800
416000,621955,1085,910,9147300,29194700
417000,516355,1820,855,9850700,26851400
418000,490680,965,855,9928400,26967100
419000,521595,975,825,9458400,26371100
420000,687290,1860,865,9529600,26736400
421000,562350,1030,865,10274500,32578100
422000,526790,990,880,9572200,26770700
423000,525700,1270,815,9309800,26899000
424000,647250,960,855,11792200,26551100
425000,578845,1305,855,9423800,27482600
426000,583730,1145,935,9449200,27836100
427000,860660,1530,1015,11300800,34501800
428000,784515,2230,1010,10981600,29960200
429000,1584985,1595,1075,11583900,45710200
430000,1336690,2320,1530,12643700,72840700
431000,599240,1155,925,10898300,31690900
432000,589880,990,800,10626800,28833400
433000,529565,985,795,9625600,27858300
434000,650180,1010,835,9764800,27837400
435000,575650,1010,880,9567300,28991200
436000,568225,945,835,9591600,27970200
437000,547285,995,855,9771200,27690900
438000,583480,1010,925,12451700,31282700
439000,584840,960,860,10150300,27860400
440000,580980,1015,895,10861700,28025100
441000,538730,960,835,9830200,28130400
442000,609070,945,945,9962100,28317600
443000,561555,990,825,9753100,27865400
444000,597190,1025,925,9904300,28826600
445000,748220,1205,955,9908800,28351300
446000,571300,1260,850,10633700,28916500
447000,569700,1285,840,9984500,28310500
448000,585935,1060,840,10082400,32141700
449000,581820,975,820,10128600,28717600
450000,577890,1310,835,10225000,28491900
451000,644625,990,860,9908300,28623000
452000,716120,1015,845,12823700,29705800
453000,603900,995,840,9976400,29025100
454000,543415,965,895,10271000,28722300
455000,665000,1030,855,10311600,29123700
456000,561520,1015,860,10913100,29922100
457000,603090,1030,905,10218600,28743100
458000,597910,1015,860,11375500,31220200
459000,577485,1275,915,10097100,29190200
460000,583835,1020,830,10349700,28932200
461000,603385,1015,870,10286800,29549600
462000,583625,1325,880,10478800,29768300
463000,621870,1000,840,10342800,30179100
464000,725340,1225,960,10309400,29617800
465000,563530,970,865,10377300,30109300
466000,598140,1315,840,12711900,30706500
467000,711710,1955,875,10464000,32215400
468000,615575,985,865,11034300,30383500
469000,614280,1035,850,10410500,30369500
470000,592155,965,845,10386100,29634900
471000,627275,1000,895,10513600,30373500
472000,586580,990,895,10381900,29845600
473000,647225,1015,900,11012000,30253800
474000,594775,895,830,10454900,30263900
475000,552135,975,860,10608700,30252700
476000,870010,1230,985,11401600,32196700
477000,676025,1010,870,11352400,31694800
478000,644765,995,885,10553400,30096800
479000,649075,960,860,10785700,30406700
480000,641605,1020,915,12595800,31201500
481000,658120,1065,930,10692300,30978400
482000,599360,995,860,10741500,31766300
483000,600275,1015,835,11442300,32173300
484000,538035,970,860,10820100,30566400
485000,726730,1435,890,10800800,32170900
486000,524155,945,860,11552600,31797100
487000,682220,1070,895,10714800,31995600
488000,666080,995,855,10844500,32276600
489000,710040,1300,880,10772300,31639500
490000,597955,1920,805,10902200,31557900
491000,664650,1330,880,10937000,31286600
492000,655055,1020,900,10973800,31816000
493000,718540,1020,890,12830200,32684900
494000,761955,2150,935,11141500,33021400
495000,645845,980,870,11422100,33257500
496000,643510,1015,865,11099000,32257300
497000,642565,995,835,11068300,31347100
498000,666120,1005,825,11083700,32062500
499000,635065,1365,860,11094200,32061300
500000,593385,985,870,11011100,32654700
501000,664440,975,825,11491100,32186200
502000,618085,980,835,11177500,32582600
503000,742660,1085,930,11161700,33866700
504000,751720,1025,1900,11864900,34608100
505000,624755,1015,925,11270000,32934300
506000,634470,1290,890,12886800,32474500
507000,642165,1005,840,11312700,33694600
508000,631240,1000,850,11350400,32849800
509000,712550,1105,855,11392400,33358900
510000,591355,1010,910,11226400,32929900
511000,817095,1085,900,11297500,32713600
512000,675870,1055,880,12300600,33787800
513000,759500,1215,925,11346200,34758800
514000,833190,1425,930,12042600,35821100
515000,1045800,1555,1280,12201800,36057600
516000,796965,1240,945,13550900,40176900
517000,1120775,1620,1260,13627000,38724200
518000,2234380,2105,1180,12816400,41559200
519000,1844990,1480,1040,21075000,45163100
520000,734030,1065,935,28832600,36676000
521000,687010,1355,890,12328600,34582500
522000,614560,1040,885,11652600,33877300
523000,643005,1080,875,11753500,34116000
524000,680885,1065,950,11621100,34273800
525000,684215,1035,920,11897100,34914100
526000,690335,1120,880,11583600,36877800
527000,761665,1075,925,16165200,37539500
528000,685370,1070,840,11778300,34827100
529000,728405,980,1670,11780100,34288600
530000,707895,1305,890,11679900,34935500
531000,672895,1105,900,13803400,37382500
532000,762395,1015,860,12176000,34403800
533000,688295,1030,900,11728500,34910200
534000,741145,1015,820,11862400,38212000
535000,618410,1330,855,12560200,34304400
536000,714150,1015,920,12281100,34521500
537000,807055,1030,875,12708500,35466900
538000,725955,1295,890,11959800,35158100
539000,621850,1040,900,11969500,35152300
540000,649490,1635,875,12011200,35012600
541000,648510,1065,870,12384700,35673700
542000,648450,1040,885,13792400,37657200
543000,670980,1030,910,12670900,39744100
544000,738815,1040,880,12055100,35474500
545000,727460,1035,875,12086400,36321600
546000,679440,1020,880,12770700,36197300
547000,698540,1085,850,12316100,35818000
548000,690310,1005,855,12673100,36011300
549000,734410,1025,850,12287600,36133600
550000,703705,1050,915,12153800,39225900
551000,742895,1125,900,12864900,36040700
552000,750610,1065,850,12301000,36291200
553000,788680,1800,840,14205100,36296700
554000,781255,1090,935,13085900,37750000
555000,722765,1330,860,12326400,35963800
556000,750525,1045,875,12410600,35566000
557000,750290,1575,830,12438800,35893900
558000,697250,1070,850,14009400,39495100
559000,780765,1030,830,12496600,36854300
560000,741685,1350,860,12756700,36974900
561000,682245,1030,875,13094600,36723900
562000,780070,1070,910,13559700,37815400
563000,839440,1035,855,12510300,37909500
564000,907405,1330,890,14184300,37602600
565000,790780,1370,870,12740800,39013700
566000,739170,1010,865,13217300,37691700
567000,688680,1040,880,12623300,36383200
568000,724105,1050,880,13059700,36593800
569000,803085,1070,890,12978200,37036100
570000,779070,1040,890,13811800,38696100
571000,806300,1310,915,12673000,37727500
572000,638185,1045,860,13019100,37635400
573000,891265,1375,930,13327200,44515000
574000,769025,1075,885,13375500,39692600
575000,837725,1095,840,15156500,38411400
576000,645915,1015,845,13174800,38838500
577000,862655,1070,885,12850600,37556400
578000,708035,1035,875,13630500,39623800
579000,867680,1080,900,12832800,37612700
580000,793165,1695,885,12950100,41384300
581000,790585,1055,860,13087400,37848000
582000,851220,1115,870,14963700,40342200
583000,820590,1025,875,13023500,37509500
584000,902115,1420,905,12998900,37302500
585000,733890,1015,870,13006100,39278100
586000,761340,1110,900,14686300,39444000
587000,916590,1840,920,13035800,39922300
588000,824610,1050,865,13557200,38030800
589000,798220,1090,900,13114000,37852100
590000,805705,1360,880,13079600,39152800
591000,1420870,1980,1065,13020800,46685400
592000,1260500,2510,1165,14845300,49045000
593000,1908755,2170,1355,14615600,81022500
594000,872465,1185,1005,15625600,89718000
595000,1021725,1310,960,14278100,41493400
596000,1007070,1320,950,14145800,42029600
597000,1051085,1340,945,15682700,42185800
598000,819545,1180,930,14105600,42971100
599000,847885,2190,2150,13585900,43461500
600000,738075,1075,900,13338100,38680200
601000,1164740,1355,1145,13332600,39592000
602000,830080,1085,855,15342900,40640500
603000,758650,1120,795,13239200,39630000
604000,783700,1180,860,13237300,40282400
605000,815405,1160,870,13289400,40739100
606000,943350,1110,960,13772000,42661600
607000,787515,1125,810,13529900,40064800
608000,800175,1095,865,15185500,39315600
609000,838155,1125,865,13308600,40210000
610000,820970,1125,820,13451800,39990900
611000,817975,1075,845,13724600,39477800
612000,754000,1105,855,13584600,40615300
613000,992405,1245,900,14431400,43249200
614000,806220,1085,850,14217000,41040800
615000,858895,1110,855,13486300,40872000
616000,814895,1120,885,15615400,40996200
617000,778720,1115,815,14334700,41231700
618000,908125,1130,840,13537600,43057600
619000,798715,1135,865,15373600,40220100
620000,873320,1215,1480,13866900,43359900
621000,749415,1095,840,13942400,41046800
622000,867225,1150,840,13797800,39850000
623000,832670,1180,860,14106300,41205500
624000,835880,1180,830,13819900,40781600
625000,781390,1135,795,13736700,40971000
626000,887210,1105,875,14157700,41153500
627000,911985,1265,900,13828700,44240500
628000,872830,1845,835,14111800,41255900
629000,941695,1175,915,13838400,41369900
630000,874755,1180,895,15369100,41528500
631000,902700,1095,940,13755600,41583600
632000,803375,1140,825,13960400,42220900
633000,826375,1145,910,14099200,41198700
634000,871050,1225,1870,13948000,45182700
635000,766170,1155,850,14877100,42393200
636000,881325,1175,855,14126600,41799200
637000,792325,1140,880,13902600,43519800
638000,864135,1115,840,14806400,44001200
639000,836515,1170,1810,14654200,44775000
640000,925605,1270,905,14296400,42437900
641000,905830,1440,885,16720100,42544100
642000,893840,1115,895,14311200,44047900
643000,910945,1475,890,14099200,42413400
644000,857460,1120,880,14210900,42455200
645000,778180,1110,915,14233800,43397300
646000,946030,1155,900,14360700,42631600
647000,867450,1170,935,14120100,46049900
648000,914475,1255,905,14264600,41990900
649000,817380,1455,870,15081100,42726000
650000,910865,1430,860,14555200,42222800
651000,993700,1160,845,14690500,44157600
652000,939965,1185,905,16076200,43318300
653000,1073405,1795,940,14533900,42249100
654000,987695,2155,1860,15489700,43615000
655000,971560,1530,925,14901900,44190700
656000,940815,1210,880,15085500,42708600
657000,1312645,2615,1140,14931600,52623900
658000,943910,1785,995,15463900,53617400
659000,1983355,2510,1910,16495900,88233200
660000,936505,1145,855,39127700,54481100
661000,838395,1190,855,15490100,46819600
662000,813220,1190,860,16474600,43886800
663000,850505,1455,920,14626300,43526400
664000,889360,1135,850,14913400,43684200
665000,891155,1195,895,14651600,48350600
666000,918515,1240,875,14843000,43926900
667000,1047315,1260,940,14646200,44522000
668000,1414400,1285,955,15671100,43856500
669000,963300,1175,895,18742200,45162800
670000,894895,1190,1220,14607600,47782800
671000,929880,1490,950,16548600,48703000
672000,906330,1215,880,15361700,44637500
673000,920865,1200,925,14808100,43975300
674000,996705,1465,885,14934800,46049700
675000,842350,1185,795,14963000,45427900
676000,878425,1175,865,14879000,46546600
677000,1185440,1320,960,14902100,45227100
678000,973260,1200,915,15742700,44797100
679000,912885,1490,845,15201300,45544500
680000,996990,1145,930,16801700,46704600
681000,887070,1260,890,18396500,46763200
682000,954360,1160,835,15653400,45645400
683000,1103685,1655,1595,15061800,46328100
684000,752015,1210,845,15919000,45729200
685000,746520,1080,835,15162300,44556300
686000,895810,1135,855,15171400,45177800
687000,987005,1210,935,15148600,50038000
688000,1014840,1230,930,15241900,46121900
689000,925095,1155,895,17606100,47332300
690000,823605,1220,845,17528200,48344800
691000,869460,1160,935,15510500,46779600
692000,946235,1150,830,15196000,45958600
693000,929955,1190,920,15579400,45439600
694000,949900,1245,860,15809900,47719000
695000,948780,1495,890,15595700,45657100
696000,887275,1215,895,15280700,49375600
697000,978105,1235,950,15507400,45477200
698000,867820,1160,945,17210000,46869100
699000,863640,1140,890,15816500,45712200
700000,1112565,1410,1035,15453100,47282000
701000,949615,1160,895,15637400,46278600
702000,956695,1290,920,15679500,50683000
703000,1090870,1305,950,15462200,46120200
704000,900665,1135,940,15660800,46949400
705000,915415,1250,895,15890900,46546400
706000,989750,1365,940,15587000,50360500
707000,1071930,1160,935,18803700,47797300
708000,924970,1520,950,15992300,50136200
709000,1005380,1185,970,15769000,47477900
710000,858260,1190,870,15631200,46639600
711000,1058680,2115,1000,15635700,48664600
712000,953560,1250,900,16500300,48206600
713000,1026490,1260,910,15933200,50288800
714000,1067845,1290,895,17441200,49358400
715000,966255,1215,905,15651700,47148700
716000,1093410,1265,1000,17407600,47206900
717000,1422245,1675,1125,16720600,58628600
718000,2550940,2185,1690,18167200,56675000
719000,1944880,2145,1825,33570200,84134300
720000,990180,1245,995,17569800,47769100
721000,1099040,1220,985,16070100,48367100
722000,1009510,1230,1510,15821200,47615700
723000,1014800,1245,845,15864300,48192800
724000,1035400,1290,970,16992600,50894800
725000,1044570,1585,935,17629300,49060500
726000,1068270,1590,950,15929000,48985500
727000,1103265,1210,910,16099700,47924700
728000,1047605,1610,1170,16034000,49922500
729000,981455,1160,885,16358900,48474700
730000,1025460,1465,885,16569400,52408100
731000,1026450,1485,890,16072200,48890000
732000,1008845,1320,915,16053000,48196300
733000,1503280,1570,1160,16455000,57559800
734000,1201650,2125,1105,19635500,57886700
735000,1153215,1370,1070,18208400,54878900
736000,964610,1190,1890,17455800,51512900
737000,1127270,1215,975,16563600,50787700
738000,1079610,1295,1020,16777900,51993500
739000,1139420,1720,1065,16751200,54010300
740000,1474835,1550,1180,19334800,56989100
741000,1080970,1325,1025,17722200,53874100
742000,1066600,1300,2705,16874000,50007900
743000,1119475,1320,940,18398000,50878100
744000,1190210,1435,1040,16774100,51203600
