number of items,linear search,binary search,recursive search,creation time,sort time
745000,1243260,1460,1130,16719000,56704400
746000,1772280,1795,1555,21794600,73392400
747000,1711780,1765,1390,21474900,62082700
748000,1513760,2770,1335,22447900,64367300
749000,1993970,1820,1335,22279800,64120700
750000,1754905,1660,1415,20094900,68443400
751000,1562305,1605,1160,22679000,65118800
752000,1508115,1690,1350,24352000,65272200
753000,1309880,1790,1015,19368600,62613900
754000,1509135,1595,1205,19053600,59657000
755000,1315040,2140,1125,20108400,59302000
756000,1138430,1270,1010,18311700,53893500
757000,1119360,1335,1000,17011800,51609800
758000,1131990,1340,980,17865300,51253200
759000,1300810,2100,1135,16980200,55378900
760000,1190415,1215,995,17727100,52216000
761000,1282050,1405,1085,19252300,55845900
762000,1514030,2665,1260,19694300,58581800
763000,1425190,1745,1215,21609500,63553900
764000,1245000,1445,1070,19369400,63283000
765000,1017915,1265,970,17569400,53208200
766000,1245555,2075,1085,17774100,52286200
767000,1884020,2005,2430,18702600,63203300
768000,3021905,3040,2000,20069500,65679000
769000,2000690,2270,1640,25631400,93763600
770000,1171810,1640,1010,19379600,56059900
771000,1141700,1350,1010,18742500,55138700
772000,1025955,1250,1005,17681000,53889600
773000,1145035,1435,1100,19029200,57546000
774000,1031690,1575,970,17477800,53022000
775000,1222005,1330,1005,17482400,52534800
776000,1138335,1315,1035,17543400,55486200
777000,1196840,1425,1000,17598200,53404700
778000,1279505,1840,1105,17409700,53922700
779000,1405490,1605,1180,20014400,57091700
780000,1411930,1585,1190,19568000,61471700
781000,1511730,1625,1220,20160100,63184200
782000,1448595,1990,1850,21726900,61663500
783000,1347445,1470,1125,19464700,63505000
784000,1284205,1405,1180,19456100,58237600
785000,1391445,2145,1050,18165500,54162900
786000,1175320,1340,1920,18308300,58315500
787000,1579840,1560,1270,19941300,62202500
788000,1494780,2020,1225,21790700,65084500
789000,1201490,1480,1085,20265800,61189400
790000,1231040,1405,1055,17911200,58532100
791000,1199025,1340,1065,18852800,58483700
792000,1552270,1730,1225,17947800,53774400
793000,1858985,2845,2515,21035800,62301200
794000,1575480,3205,1300,21509200,62785200
795000,1492990,2615,1205,20242200,60257800
796000,1668820,1765,1300,22081500,61424900
797000,1428135,1565,1155,23184300,63651400
798000,1210345,1345,1115,20629500,57831600
799000,1201115,1340,1050,17960400,55481000
800000,1107575,1315,1030,18076400,54892400
801000,1392055,1520,1165,17999100,56332900
802000,1236185,1325,1110,19241500,56009900
803000,1014430,1280,965,18252900,54194300
804000,1255955,1400,1060,20112600,56085600
805000,1134425,1415,1025,18439800,55291200
806000,1681055,2590,2220,18835800,63469500
807000,1604205,1610,1210,23276300,70854500
808000,1439460,1515,1170,21098700,63505900
809000,1419055,1530,1855,20330400,63502700
810000,1181145,1415,1115,20437300,60640000
811000,2218460,2195,1750,23457400,69156600
812000,1832635,1900,2015,25758700,73984300
813000,2758985,5305,2225,24000000,75062100
814000,3026715,2915,2425,25170900,119147800
815000,3593495,3650,2655,34960500,79578600
816000,1585910,1610,1275,22787500,74875500
817000,1609490,1745,1310,21889300,65590700
818000,1166325,1725,1055,20827600,61217400
819000,1168850,1415,1005,24733600,78712000
820000,1256840,1405,1040,20821800,56886200
821000,1435600,2180,1230,18979100,61299600
822000,1384525,1730,1195,21501700,65254700
823000,1399060,1695,1270,20927400,67148900
824000,3216365,2980,2180,21782200,71780100
825000,2312715,2095,1885,23486600,74277300
826000,2143945,1890,1470,23710800,75365600
827000,1979385,1905,1490,24370000,75673400
828000,2163385,3300,3335,25670300,71950000
829000,1855050,2775,1250,22526700,74506200
830000,1205725,2100,1035,19729700,59413700
831000,1191540,1345,1060,18750100,60817100
832000,1280360,3060,1150,18908800,61936700
833000,1584310,2580,1235,20868800,64421400
834000,1611835,1680,1250,21696900,69179300
835000,1218285,1370,1075,22227400,62915000
836000,1329425,1355,1045,21208400,58648100
837000,1625485,1620,2140,20212100,61163200
838000,1728055,1960,1270,21176900,72184400
839000,1388825,2150,1175,21950800,67323600
840000,1523515,1710,1245,19119300,64319000
841000,1734650,1745,1495,21178200,64230000
842000,1599365,1890,1300,21197100,65932900
843000,1478290,1745,1245,20541400,64907100
844000,1428210,1615,1120,22565000,64400600
845000,1453405,1585,1120,19746000,58918600
846000,1261755,1460,1125,20103400,58224400
847000,1135500,1350,1040,20993700,61198100
848000,1336170,1455,1720,19156400,58294700
849000,1313770,1410,2070,19312100,59603300
850000,1283480,1410,1080,19366100,58268400
851000,1415855,1535,1205,19286900,57837900
852000,1214115,1720,1170,22017400,58456400
853000,1221270,1470,1025,19161000,59061700
854000,2101715,2040,1595,18823500,62522800
855000,2872060,2595,1825,21360600,70554100
856000,2359425,2605,2015,38867800,94227800
857000,1185320,1460,1070,20239200,59527400
858000,1403285,1445,1100,19886600,60870300
859000,1533875,1655,1275,19776400,59790400
860000,1791060,2070,1350,25300600,65708900
861000,1667760,2490,1240,23417300,69846900
862000,1507560,1850,1175,22060800,67186600
863000,1345260,1460,1115,21865300,60445100
864000,1114285,1365,1040,20431100,62994900
865000,1352925,1785,1100,19339600,60164300
866000,1233540,1390,1105,19573000,63189400
867000,1387680,1530,1235,19615300,61494400
868000,1411870,2405,1150,21404100,60007100
869000,1247430,1350,1040,20594100,63704800
870000,1335405,1380,1070,19704500,59343700
871000,1359520,1450,1080,19484200,58845100
872000,1176240,1365,1030,19490200,61017400
873000,1194355,1385,1105,19428900,60590600
874000,1271135,1680,1125,19640000,59597000
875000,1037705,1330,1020,19631800,59106100
876000,1275820,1325,1125,21379400,59217600
877000,1489580,1545,1185,19594300,63797100
878000,1274605,1435,1075,19385600,64383100
879000,1312355,1470,1100,19622600,61013700
880000,1901980,1830,1490,20274200,64020900
881000,1608010,1670,1280,23570400,70778400
882000,1414060,1845,1075,22450000,65029000
883000,1332565,1475,1075,21921000,60112400
884000,1442685,1500,1185,19836300,60309900
885000,1408965,1575,1195,20649200,63655000
886000,2529895,2425,2215,20929100,71114500
887000,2367545,1905,1570,25878900,85000400
888000,2628380,2925,2225,27589300,83010200
889000,2967785,4180,1865,25116400,85383600
890000,2138115,2220,1655,28096900,81305200
891000,1605505,1600,2155,25344700,78138700
892000,1773745,1840,2330,21250900,62476100
893000,2027775,2840,1300,23234600,74566800
894000,1804880,1690,1385,23726500,71989100
895000,2291985,5365,1745,23905700,68653500
896000,4434050,2915,2770,25420300,76751300
897000,2716490,2860,2270,30921900,93371300
898000,1752210,1775,1355,23392300,68889000
899000,1533980,1540,1190,21701200,62862800
900000,1350660,1420,1075,20187600,65641700
901000,1529570,2500,1310,20195900,66387400
902000,1810795,1695,1360,22760600,75678800
903000,1486500,1610,1105,22024800,63540800
904000,1403570,1475,1150,22279300,65947300
905000,1402450,1515,1180,20258700,62890800
906000,1659610,1600,1225,21562700,72556900
907000,1901780,1850,2285,22605000,71512000
908000,1758915,1650,1300,22903300,71398700
909000,1543275,1615,1185,22777800,69681900
910000,1284670,1465,1090,21283300,63982800
911000,1515040,1590,1340,22316600,72205700
912000,1291030,1445,1100,24110300,71657700
913000,1265825,1425,1755,20446100,62854500
914000,1330205,1400,1140,20482900,62417700
915000,1433725,1835,1160,20601000,63003000
916000,1343425,1380,1180,20708900,63305400
917000,2152245,1955,2040,20681600,70254600
918000,1797145,2565,2190,25450000,72558000
919000,1429880,1565,1185,23040000,67025400
920000,1297400,1455,1100,21098300,63704200
921000,1410945,1420,1145,20610600,64256700
922000,1651595,1650,1250,20773500,71039600
923000,1474925,1580,1240,25615200,71605900
924000,1424380,1540,1200,22998900,67464700
925000,1312310,1440,1140,22636600,68093400
926000,1800880,1790,2140,20789100,68263500
927000,1487390,1405,1140,20903200,64214400
928000,1375195,1490,1175,20867400,65995700
929000,1497070,1525,1280,21083500,64766400
930000,1386285,1410,1105,20921700,65592300
931000,1453860,1495,1220,20972700,64698800
932000,1590945,1505,1200,22601100,68349500
933000,1433080,1550,1135,23583400,65148100
934000,1463670,1445,1040,25885300,65205200
935000,1327185,1475,1090,20550500,63065900
936000,1988470,2100,1570,21670900,69689500
937000,3235290,2710,2220,22562300,108918600
938000,1323995,1365,1085,36201900,75690700
939000,1384575,1460,1125,22392900,65198200
940000,1410325,1625,1115,20653700,64841900
941000,1353320,1465,1110,20906200,64061200
942000,1333905,1370,1150,20808200,64635800
943000,1419395,1455,1145,20750700,64802700
944000,1486355,1650,1125,20980000,63560300
945000,1507105,1550,1075,20844600,68040400
946000,1572020,1545,1130,24081800,64686700
947000,1421295,2710,1140,21360200,64581400
948000,1420040,1460,1055,20842400,64850400
949000,1378400,1430,1135,20980400,65847200
950000,1506445,1530,1145,20972200,64571800
951000,1466230,1500,1145,20827700,66662500
952000,1400675,1520,1195,20966700,65130500
953000,1389580,1465,1240,23458500,68878600
954000,1235870,1410,1095,20944500,66616500
955000,1371300,1425,1055,21155000,65002500
956000,1651825,1425,1175,21032200,64511400
957000,1602280,1885,1170,21326400,67973000
958000,1559260,1770,1185,21239600,67117600
959000,2254475,2235,2635,21510400,75515900
960000,1530885,1540,1215,27749800,80780500
961000,1517010,1600,1175,21643700,66244400
962000,2714815,2440,2055,25293200,83657500
963000,10677725,6945,5785,26174400,115908600
964000,8268770,6105,4490,41094100,149386700
965000,2902110,2630,2165,45025000,131439300
966000,4499400,4505,3085,27106200,83355300
967000,3200335,2715,2440,30604000,114349600
968000,3372895,4120,2785,26457100,88952200
969000,2690410,2900,2080,26253400,89722600
970000,5273575,3630,2865,28645700,102309600
971000,11797750,6295,5055,59361700,199576700
972000,3534445,3800,3015,31266700,95771900
973000,3806330,3330,2650,25633700,96630900
974000,2887055,2655,2095,29123800,86084600
975000,3416980,4405,2450,28473300,87394800
976000,3496500,3415,2700,26087400,82182100
977000,2286160,3045,1695,24032100,77694300
978000,1530455,1580,1250,27481800,78192500
979000,2165710,1870,1520,22576100,77546300
980000,2326510,2835,1580,25024200,80859800
981000,1644170,1665,1300,27543400,77420000
982000,1591285,1685,1160,22901400,69881600
983000,1711615,1615,1165,22284800,67970800
984000,1418695,1525,1150,22335900,68199400
985000,1593035,1585,1225,22080300,68929200
986000,1590990,1600,1145,22713600,70882100
987000,1543075,1385,1190,22370300,68716100
988000,1464160,1530,1115,23616700,68319200
989000,1544690,1620,1290,21952000,69173600
990000,2061435,1890,1535,22224200,77153100
991000,2827405,2480,2100,24887300,88140500
992000,2615055,2340,1930,26535700,87976500
993000,2671215,2385,1985,26230900,89644200
994000,2619975,2975,1875,28829300,86164800
995000,1889430,1880,1635,29479800,83556900
996000,1815100,1780,1380,25997400,81984900
997000,2174930,1805,1460,25548700,78110000
998000,2153755,2235,1390,25750900,81783500
999000,1767610,1700,1355,26288800,82978500
1000000,1958515,2875,1635,24342700,70558500
